Total Nacional;Comunidades y Ciudades Autónomas;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;07 Castilla y León;<=60;Variación anual;2019;3,1
Total Nacional;07 Castilla y León;<=60;Variación anual;2018;1,7
Total Nacional;07 Castilla y León;<=60;Variación anual;2017;1,5
Total Nacional;07 Castilla y León;<=60;Variación anual;2016;1,5
Total Nacional;07 Castilla y León;<=60;Variación anual;2015;-0,3
Total Nacional;07 Castilla y León;<=60;Variación anual;2014;-0,7
Total Nacional;07 Castilla y León;<=60;Variación anual;2013;-2,9
Total Nacional;07 Castilla y León;<=60;Variación anual;2012;-1,5
Total Nacional;07 Castilla y León;<=60;Variación anual;2011;..
Total Nacional;07 Castilla y León;(60-75];Índice;2023;114,598
Total Nacional;07 Castilla y León;(60-75];Índice;2022;112,163
Total Nacional;07 Castilla y León;(60-75];Índice;2021;109,763
Total Nacional;07 Castilla y León;(60-75];Índice;2020;108,074
Total Nacional;07 Castilla y León;(60-75];Índice;2019;107,019
Total Nacional;07 Castilla y León;(60-75];Índice;2018;104,336
Total Nacional;07 Castilla y León;(60-75];Índice;2017;102,637
Total Nacional;07 Castilla y León;(60-75];Índice;2016;101,343
Total Nacional;07 Castilla y León;(60-75];Índice;2015;100
Total Nacional;07 Castilla y León;(60-75];Índice;2014;100,554
Total Nacional;07 Castilla y León;(60-75];Índice;2013;101,201
Total Nacional;07 Castilla y León;(60-75];Índice;2012;103,61
Total Nacional;07 Castilla y León;(60-75];Índice;2011;104,557
Total Nacional;07 Castilla y León;(60-75];Variación anual;2023;2,2
Total Nacional;07 Castilla y León;(60-75];Variación anual;2022;2,2
Total Nacional;07 Castilla y León;(60-75];Variación anual;2021;1,6
Total Nacional;07 Castilla y León;(60-75];Variación anual;2020;1
Total Nacional;07 Castilla y León;(60-75];Variación anual;2019;2,6
Total Nacional;07 Castilla y León;(60-75];Variación anual;2018;1,7
Total Nacional;07 Castilla y León;(60-75];Variación anual;2017;1,3
Total Nacional;07 Castilla y León;(60-75];Variación anual;2016;1,3
Total Nacional;07 Castilla y León;(60-75];Variación anual;2015;-0,6
Total Nacional;07 Castilla y León;(60-75];Variación anual;2014;-0,6
Total Nacional;07 Castilla y León;(60-75];Variación anual;2013;-2,3
Total Nacional;07 Castilla y León;(60-75];Variación anual;2012;-0,9
Total Nacional;07 Castilla y León;(60-75];Variación anual;2011;..
Total Nacional;07 Castilla y León;(75-90];Índice;2023;113,499
Total Nacional;07 Castilla y León;(75-90];Índice;2022;111,347
Total Nacional;07 Castilla y León;(75-90];Índice;2021;109,234
Total Nacional;07 Castilla y León;(75-90];Índice;2020;107,385
Total Nacional;07 Castilla y León;(75-90];Índice;2019;106,607
Total Nacional;07 Castilla y León;(75-90];Índice;2018;104,246
Total Nacional;07 Castilla y León;(75-90];Índice;2017;102,831
Total Nacional;07 Castilla y León;(75-90];Índice;2016;101,725
Total Nacional;07 Castilla y León;(75-90];Índice;2015;100
Total Nacional;07 Castilla y León;(75-90];Índice;2014;100,758
Total Nacional;07 Castilla y León;(75-90];Índice;2013;101,518
Total Nacional;07 Castilla y León;(75-90];Índice;2012;103,786
Total Nacional;07 Castilla y León;(75-90];Índice;2011;104,806
Total Nacional;07 Castilla y León;(75-90];Variación anual;2023;1,9
Total Nacional;07 Castilla y León;(75-90];Variación anual;2022;1,9
Total Nacional;07 Castilla y León;(75-90];Variación anual;2021;1,7
Total Nacional;07 Castilla y León;(75-90];Variación anual;2020;0,7
Total Nacional;07 Castilla y León;(75-90];Variación anual;2019;2,3
Total Nacional;07 Castilla y León;(75-90];Variación anual;2018;1,4
Total Nacional;07 Castilla y León;(75-90];Variación anual;2017;1,1
Total Nacional;07 Castilla y León;(75-90];Variación anual;2016;1,7
Total Nacional;07 Castilla y León;(75-90];Variación anual;2015;-0,8
Total Nacional;07 Castilla y León;(75-90];Variación anual;2014;-0,7
Total Nacional;07 Castilla y León;(75-90];Variación anual;2013;-2,2
Total Nacional;07 Castilla y León;(75-90];Variación anual;2012;-1
Total Nacional;07 Castilla y León;(75-90];Variación anual;2011;..
Total Nacional;07 Castilla y León;(90-120];Índice;2023;112,079
Total Nacional;07 Castilla y León;(90-120];Índice;2022;110,012
Total Nacional;07 Castilla y León;(90-120];Índice;2021;108,013
Total Nacional;07 Castilla y León;(90-120];Índice;2020;106,139
Total Nacional;07 Castilla y León;(90-120];Índice;2019;105,59
Total Nacional;07 Castilla y León;(90-120];Índice;2018;103,497
Total Nacional;07 Castilla y León;(90-120];Índice;2017;102,149
Total Nacional;07 Castilla y León;(90-120];Índice;2016;101,342
Total Nacional;07 Castilla y León;(90-120];Índice;2015;100
Total Nacional;07 Castilla y León;(90-120];Índice;2014;100,749
Total Nacional;07 Castilla y León;(90-120];Índice;2013;101,148
Total Nacional;07 Castilla y León;(90-120];Índice;2012;102,795
Total Nacional;07 Castilla y León;(90-120];Índice;2011;103,777
Total Nacional;07 Castilla y León;(90-120];Variación anual;2023;1,9
Total Nacional;07 Castilla y León;(90-120];Variación anual;2022;1,9
Total Nacional;07 Castilla y León;(90-120];Variación anual;2021;1,8
Total Nacional;07 Castilla y León;(90-120];Variación anual;2020;0,5
Total Nacional;07 Castilla y León;(90-120];Variación anual;2019;2
Total Nacional;07 Castilla y León;(90-120];Variación anual;2018;1,3
Total Nacional;07 Castilla y León;(90-120];Variación anual;2017;0,8
Total Nacional;07 Castilla y León;(90-120];Variación anual;2016;1,3
Total Nacional;07 Castilla y León;(90-120];Variación anual;2015;-0,7
Total Nacional;07 Castilla y León;(90-120];Variación anual;2014;-0,4
Total Nacional;07 Castilla y León;(90-120];Variación anual;2013;-1,6
Total Nacional;07 Castilla y León;(90-120];Variación anual;2012;-0,9
Total Nacional;07 Castilla y León;(90-120];Variación anual;2011;..
Total Nacional;07 Castilla y León;(120-150];Índice;2023;111,164
Total Nacional;07 Castilla y León;(120-150];Índice;2022;109,451
Total Nacional;07 Castilla y León;(120-150];Índice;2021;107,27
Total Nacional;07 Castilla y León;(120-150];Índice;2020;105,247
Total Nacional;07 Castilla y León;(120-150];Índice;2019;104,912
Total Nacional;07 Castilla y León;(120-150];Índice;2018;103,228
Total Nacional;07 Castilla y León;(120-150];Índice;2017;102,119
Total Nacional;07 Castilla y León;(120-150];Índice;2016;101,413
Total Nacional;07 Castilla y León;(120-150];Índice;2015;100
Total Nacional;07 Castilla y León;(120-150];Índice;2014;99,852
Total Nacional;07 Castilla y León;(120-150];Índice;2013;100,322
Total Nacional;07 Castilla y León;(120-150];Índice;2012;101,831
Total Nacional;07 Castilla y León;(120-150];Índice;2011;102,045
Total Nacional;07 Castilla y León;(120-150];Variación anual;2023;1,6
Total Nacional;07 Castilla y León;(120-150];Variación anual;2022;2
Total Nacional;07 Castilla y León;(120-150];Variación anual;2021;1,9
Total Nacional;07 Castilla y León;(120-150];Variación anual;2020;0,3
Total Nacional;07 Castilla y León;(120-150];Variación anual;2019;1,6
Total Nacional;07 Castilla y León;(120-150];Variación anual;2018;1,1
Total Nacional;07 Castilla y León;(120-150];Variación anual;2017;0,7
Total Nacional;07 Castilla y León;(120-150];Variación anual;2016;1,4
Total Nacional;07 Castilla y León;(120-150];Variación anual;2015;0,1
Total Nacional;07 Castilla y León;(120-150];Variación anual;2014;-0,5
Total Nacional;07 Castilla y León;(120-150];Variación anual;2013;-1,5
Total Nacional;07 Castilla y León;(120-150];Variación anual;2012;-0,2
Total Nacional;07 Castilla y León;(120-150];Variación anual;2011;..
Total Nacional;07 Castilla y León;>150;Índice;2023;108,983
Total Nacional;07 Castilla y León;>150;Índice;2022;107,283
Total Nacional;07 Castilla y León;>150;Índice;2021;105,033
Total Nacional;07 Castilla y León;>150;Índice;2020;103,401
Total Nacional;07 Castilla y León;>150;Índice;2019;102,808
Total Nacional;07 Castilla y León;>150;Índice;2018;103,522
Total Nacional;07 Castilla y León;>150;Índice;2017;102,754
Total Nacional;07 Castilla y León;>150;Índice;2016;101,476
Total Nacional;07 Castilla y León;>150;Índice;2015;100
Total Nacional;07 Castilla y León;>150;Índice;2014;99,78
Total Nacional;07 Castilla y León;>150;Índice;2013;100,02
Total Nacional;07 Castilla y León;>150;Índice;2012;100,668
Total Nacional;07 Castilla y León;>150;Índice;2011;100,105
Total Nacional;07 Castilla y León;>150;Variación anual;2023;1,6
Total Nacional;07 Castilla y León;>150;Variación anual;2022;2,1
Total Nacional;07 Castilla y León;>150;Variación anual;2021;1,6
Total Nacional;07 Castilla y León;>150;Variación anual;2020;0,6
Total Nacional;07 Castilla y León;>150;Variación anual;2019;-0,7
Total Nacional;07 Castilla y León;>150;Variación anual;2018;0,7
Total Nacional;07 Castilla y León;>150;Variación anual;2017;1,3
Total Nacional;07 Castilla y León;>150;Variación anual;2016;1,5
Total Nacional;07 Castilla y León;>150;Variación anual;2015;0,2
Total Nacional;07 Castilla y León;>150;Variación anual;2014;-0,2
Total Nacional;07 Castilla y León;>150;Variación anual;2013;-0,6
Total Nacional;07 Castilla y León;>150;Variación anual;2012;0,6
Total Nacional;07 Castilla y León;>150;Variación anual;2011;..
Total Nacional;08 Castilla - La Mancha;Total;Índice;2023;118,784
Total Nacional;08 Castilla - La Mancha;Total;Índice;2022;115,736
Total Nacional;08 Castilla - La Mancha;Total;Índice;2021;112,728
Total Nacional;08 Castilla - La Mancha;Total;Índice;2020;110,105
Total Nacional;08 Castilla - La Mancha;Total;Índice;2019;108,392
Total Nacional;08 Castilla - La Mancha;Total;Índice;2018;104,8
Total Nacional;08 Castilla - La Mancha;Total;Índice;2017;102,895
Total Nacional;08 Castilla - La Mancha;Total;Índice;2016;101,469
Total Nacional;08 Castilla - La Mancha;Total;Índice;2015;100
Total Nacional;08 Castilla - La Mancha;Total;Índice;2014;101,236
Total Nacional;08 Castilla - La Mancha;Total;Índice;2013;103,2
Total Nacional;08 Castilla - La Mancha;Total;Índice;2012;107,567
Total Nacional;08 Castilla - La Mancha;Total;Índice;2011;110,569
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2023;2,6
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2022;2,7
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2021;2,4
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2020;1,6
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2019;3,4
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2018;1,9
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2017;1,4
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2016;1,5
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2015;-1,2
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2014;-1,9
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2013;-4,1
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2012;-2,7
Total Nacional;08 Castilla - La Mancha;Total;Variación anual;2011;..
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2023;123,587
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2022;119,94
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2021;116,327
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2020;113,649
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2019;111,218
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2018;105,847
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2017;103,836
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2016;101,653
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2015;100
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2014;101,198
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2013;103,872
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2012;109,198
Total Nacional;08 Castilla - La Mancha;<=60;Índice;2011;113,102
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2023;3
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2022;3,1
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2021;2,4
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2020;2,2
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2019;5,1
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2018;1,9
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2017;2,1
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2016;1,7
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2015;-1,2
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2014;-2,6
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2013;-4,9
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2012;-3,5
Total Nacional;08 Castilla - La Mancha;<=60;Variación anual;2011;..
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2023;121,19
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2022;117,846
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2021;114,471
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2020;111,666
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2019;109,551
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2018;105,35
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2017;102,876
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2016;101,6
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2015;100
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2014;101,161
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2013;103,757
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2012;108,186
Total Nacional;08 Castilla - La Mancha;(60-75];Índice;2011;112,36
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2023;2,8
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2022;2,9
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2021;2,5
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2020;1,9
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2019;4
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2018;2,4
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2017;1,3
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2016;1,6
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2015;-1,1
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2014;-2,5
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2013;-4,1
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2012;-3,7
Total Nacional;08 Castilla - La Mancha;(60-75];Variación anual;2011;..
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2023;120,472
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2022;117,214
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2021;113,878
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2020;111,146
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2019;109,311
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2018;105,294
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2017;103,066
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2016;101,714
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2015;100
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2014;101,48
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2013;103,911
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2012;109,122
Total Nacional;08 Castilla - La Mancha;(75-90];Índice;2011;112,215
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2023;2,8
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2022;2,9
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2021;2,5
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2020;1,7
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2019;3,8
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2018;2,2
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2017;1,3
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2016;1,7
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2015;-1,5
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2014;-2,3
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2013;-4,8
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2012;-2,8
Total Nacional;08 Castilla - La Mancha;(75-90];Variación anual;2011;..
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2023;116,931
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2022;114,184
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2021;111,385
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2020;108,75
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2019;107,375
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2018;104,033
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2017;102,32
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2016;101,189
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2015;100
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2014;101,341
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2013;103,264
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2012;107,313
Total Nacional;08 Castilla - La Mancha;(90-120];Índice;2011;109,875
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2023;2,4
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2022;2,5
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2021;2,4
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2020;1,3
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2019;3,2
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2018;1,7
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2017;1,1
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2016;1,2
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2015;-1,3
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2014;-1,9
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2013;-3,8
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2012;-2,3
Total Nacional;08 Castilla - La Mancha;(90-120];Variación anual;2011;..
Total Nacional;08 Castilla - La Mancha;(120-150];Índice;2023;116,192
Total Nacional;08 Castilla - La Mancha;(120-150];Índice;2022;113,52
