Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Tamaño del hogar;Periodo;Total
Total Nacional;Castilla - La Mancha;Ciudad Real;Tamaño medio;2025;2,45
Total Nacional;Castilla - La Mancha;Ciudad Real;Tamaño medio;2024;2,47
Total Nacional;Castilla - La Mancha;Albacete;Total;2039;178.512
Total Nacional;Castilla - La Mancha;Albacete;Total;2038;177.479
Total Nacional;Castilla - La Mancha;Albacete;Total;2037;176.406
Total Nacional;Castilla - La Mancha;Albacete;Total;2036;175.300
Total Nacional;Castilla - La Mancha;Albacete;Total;2035;174.137
Total Nacional;Castilla - La Mancha;Albacete;Total;2034;172.948
Total Nacional;Castilla - La Mancha;Albacete;Total;2033;171.713
Total Nacional;Castilla - La Mancha;Albacete;Total;2032;170.394
Total Nacional;Castilla - La Mancha;Albacete;Total;2031;169.004
Total Nacional;Castilla - La Mancha;Albacete;Total;2030;167.477
Total Nacional;Castilla - La Mancha;Albacete;Total;2029;165.809
Total Nacional;Castilla - La Mancha;Albacete;Total;2028;163.982
Total Nacional;Castilla - La Mancha;Albacete;Total;2027;162.069
Total Nacional;Castilla - La Mancha;Albacete;Total;2026;160.050
Total Nacional;Castilla - La Mancha;Albacete;Total;2025;157.957
Total Nacional;Castilla - La Mancha;Albacete;Total;2024;155.765
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2039;64.077
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2038;63.024
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2037;61.943
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2036;60.867
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2035;59.746
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2034;58.619
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2033;57.467
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2032;56.273
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2031;55.068
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2030;53.790
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2029;52.458
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2028;51.037
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2027;49.649
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2026;48.247
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2025;46.826
Total Nacional;Castilla - La Mancha;Albacete;1 persona;2024;45.345
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2039;55.696
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2038;55.030
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2037;54.339
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2036;53.592
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2035;52.826
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2034;52.044
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2033;51.257
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2032;50.438
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2031;49.586
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2030;48.691
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2029;47.743
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2028;46.771
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2027;45.766
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2026;44.737
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2025;43.698
Total Nacional;Castilla - La Mancha;Albacete;2 personas;2024;42.617
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2039;30.091
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2038;30.270
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2037;30.442
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2036;30.606
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2035;30.761
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2034;30.904
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2033;31.031
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2032;31.145
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2031;31.230
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2030;31.297
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2029;31.335
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2028;31.346
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2027;31.310
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2026;31.236
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2025;31.146
Total Nacional;Castilla - La Mancha;Albacete;3 personas;2024;31.044
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2039;28.648
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2038;29.155
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2037;29.682
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2036;30.235
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2035;30.804
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2034;31.381
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2033;31.958
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2032;32.538
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2031;33.120
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2030;33.699
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2029;34.273
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2028;34.828
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2027;35.344
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2026;35.830
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2025;36.287
Total Nacional;Castilla - La Mancha;Albacete;4 personas o más;2024;36.759
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2039;2,22
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2038;2,23
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2037;2,25
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2036;2,26
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2035;2,28
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2034;2,29
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2033;2,31
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2032;2,33
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2031;2,35
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2030;2,36
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2029;2,38
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2028;2,4
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2027;2,42
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2026;2,44
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2025;2,46
Total Nacional;Castilla - La Mancha;Albacete;Tamaño medio;2024;2,48
Total Nacional;Castilla - La Mancha;Toledo;Total;2039;360.934
Total Nacional;Castilla - La Mancha;Toledo;Total;2038;356.858
Total Nacional;Castilla - La Mancha;Toledo;Total;2037;352.704
Total Nacional;Castilla - La Mancha;Toledo;Total;2036;348.427
Total Nacional;Castilla - La Mancha;Toledo;Total;2035;344.137
Total Nacional;Castilla - La Mancha;Toledo;Total;2034;339.768
Total Nacional;Castilla - La Mancha;Toledo;Total;2033;335.316
Total Nacional;Castilla - La Mancha;Toledo;Total;2032;330.635
Total Nacional;Castilla - La Mancha;Toledo;Total;2031;325.822
Total Nacional;Castilla - La Mancha;Toledo;Total;2030;320.763
Total Nacional;Castilla - La Mancha;Toledo;Total;2029;315.375
Total Nacional;Castilla - La Mancha;Toledo;Total;2028;309.611
Total Nacional;Castilla - La Mancha;Toledo;Total;2027;303.627
Total Nacional;Castilla - La Mancha;Toledo;Total;2026;297.459
Total Nacional;Castilla - La Mancha;Toledo;Total;2025;291.082
Total Nacional;Castilla - La Mancha;Toledo;Total;2024;284.627
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2039;115.691
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2038;113.269
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2037;110.811
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2036;108.317
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2035;105.842
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2034;103.365
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2033;100.887
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2032;98.295
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2031;95.729
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2030;93.127
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2029;90.396
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2028;87.531
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2027;84.726
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2026;81.983
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2025;79.216
Total Nacional;Castilla - La Mancha;Toledo;1 persona;2024;76.435
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2039;110.288
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2038;108.397
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2037;106.467
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2036;104.425
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2035;102.400
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2034;100.345
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2033;98.268
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2032;96.140
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2031;93.975
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2030;91.725
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2029;89.429
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2028;87.046
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2027;84.625
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2026;82.197
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2025;79.725
Total Nacional;Castilla - La Mancha;Toledo;2 personas;2024;77.228
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2039;61.921
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2038;61.938
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2037;61.928
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2036;61.893
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2035;61.826
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2034;61.720
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2033;61.579
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2032;61.385
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2031;61.122
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2030;60.788
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2029;60.379
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2028;59.885
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2027;59.292
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2026;58.601
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2025;57.851
Total Nacional;Castilla - La Mancha;Toledo;3 personas;2024;57.075
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2039;73.034
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2038;73.254
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2037;73.498
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2036;73.792
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2035;74.069
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2034;74.338
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2033;74.582
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2032;74.815
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2031;74.996
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2030;75.123
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2029;75.171
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2028;75.149
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2027;74.984
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2026;74.678
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2025;74.290
Total Nacional;Castilla - La Mancha;Toledo;4 personas o más;2024;73.889
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2039;2,41
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2038;2,42
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2037;2,43
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2036;2,44
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2035;2,45
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2034;2,47
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2033;2,48
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2032;2,49
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2031;2,5
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2030;2,52
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2029;2,53
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2028;2,54
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2027;2,56
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2026;2,57
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2025;2,58
Total Nacional;Castilla - La Mancha;Toledo;Tamaño medio;2024;2,59
Total Nacional;Castilla - La Mancha;Cuenca;Total;2039;96.527
Total Nacional;Castilla - La Mancha;Cuenca;Total;2038;95.938
Total Nacional;Castilla - La Mancha;Cuenca;Total;2037;95.333
Total Nacional;Castilla - La Mancha;Cuenca;Total;2036;94.702
Total Nacional;Castilla - La Mancha;Cuenca;Total;2035;94.077
Total Nacional;Castilla - La Mancha;Cuenca;Total;2034;93.426
Total Nacional;Castilla - La Mancha;Cuenca;Total;2033;92.739
Total Nacional;Castilla - La Mancha;Cuenca;Total;2032;91.997
Total Nacional;Castilla - La Mancha;Cuenca;Total;2031;91.210
Total Nacional;Castilla - La Mancha;Cuenca;Total;2030;90.340
Total Nacional;Castilla - La Mancha;Cuenca;Total;2029;89.381
Total Nacional;Castilla - La Mancha;Cuenca;Total;2028;88.302
Total Nacional;Castilla - La Mancha;Cuenca;Total;2027;87.148
Total Nacional;Castilla - La Mancha;Cuenca;Total;2026;85.924
Total Nacional;Castilla - La Mancha;Cuenca;Total;2025;84.658
Total Nacional;Castilla - La Mancha;Cuenca;Total;2024;83.319
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2039;35.608
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2038;35.100
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2037;34.584
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2036;34.071
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2035;33.573
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2034;33.067
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2033;32.548
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2032;31.992
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2031;31.443
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2030;30.859
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2029;30.255
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2028;29.600
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2027;28.952
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2026;28.302
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2025;27.652
Total Nacional;Castilla - La Mancha;Cuenca;1 persona;2024;26.973
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2039;29.026
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2038;28.764
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2037;28.492
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2036;28.184
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2035;27.877
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2034;27.555
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2033;27.224
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2032;26.888
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2031;26.526
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2030;26.144
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2029;25.729
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2028;25.283
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2027;24.817
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2026;24.340
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2025;23.869
Total Nacional;Castilla - La Mancha;Cuenca;2 personas;2024;23.367
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2039;16.141
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2038;16.187
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2037;16.229
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2036;16.264
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2035;16.294
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2034;16.317
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2033;16.335
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2032;16.344
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2031;16.336
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2030;16.313
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2029;16.271
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2028;16.209
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2027;16.119
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2026;16.002
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2025;15.868
Total Nacional;Castilla - La Mancha;Cuenca;3 personas;2024;15.725
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2039;15.752
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2038;15.887
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2037;16.028
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2036;16.183
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2035;16.333
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2034;16.487
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2033;16.632
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2032;16.773
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2031;16.905
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2030;17.024
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2029;17.126
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2028;17.210
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2027;17.260
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2026;17.280
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2025;17.269
Total Nacional;Castilla - La Mancha;Cuenca;4 personas o más;2024;17.254
Total Nacional;Castilla - La Mancha;Cuenca;Tamaño medio;2039;2,21
Total Nacional;Castilla - La Mancha;Cuenca;Tamaño medio;2038;2,22
Total Nacional;Castilla - La Mancha;Cuenca;Tamaño medio;2037;2,23
Total Nacional;Castilla - La Mancha;Cuenca;Tamaño medio;2036;2,24
Total Nacional;Castilla - La Mancha;Cuenca;Tamaño medio;2035;2,25
