Comunidades;Edad (grupos quinquenales);Sexo;Periodo;Total
Galicia;De 85 a 89 años;Total;1 de enero de 2010;59.859
Galicia;De 85 a 89 años;Total;1 de enero de 2009;57.595
Galicia;De 85 a 89 años;Total;1 de enero de 2008;55.121
Galicia;De 85 a 89 años;Total;1 de enero de 2007;51.972
Galicia;De 85 a 89 años;Total;1 de enero de 2006;50.546
Galicia;De 85 a 89 años;Total;1 de enero de 2005;48.392
Galicia;De 85 a 89 años;Total;1 de enero de 2004;47.501
Galicia;De 85 a 89 años;Total;1 de enero de 2003;46.228
Galicia;De 85 a 89 años;Total;1 de enero de 2002;""
Galicia;De 85 a 89 años;Total;1 de enero de 2001;""
Galicia;De 85 a 89 años;Total;1 de enero de 2000;""
Galicia;De 85 a 89 años;Total;1 de enero de 1999;""
Galicia;De 85 a 89 años;Total;1 de enero de 1998;""
Galicia;De 85 a 89 años;Hombres;1 de enero de 2022;31.842
Galicia;De 85 a 89 años;Hombres;1 de enero de 2021;30.972
Galicia;De 85 a 89 años;Hombres;1 de enero de 2020;30.012
Galicia;De 85 a 89 años;Hombres;1 de enero de 2019;28.857
Galicia;De 85 a 89 años;Hombres;1 de enero de 2018;27.908
Galicia;De 85 a 89 años;Hombres;1 de enero de 2017;26.400
Galicia;De 85 a 89 años;Hombres;1 de enero de 2016;25.275
Galicia;De 85 a 89 años;Hombres;1 de enero de 2015;24.006
Galicia;De 85 a 89 años;Hombres;1 de enero de 2014;22.800
Galicia;De 85 a 89 años;Hombres;1 de enero de 2013;21.917
Galicia;De 85 a 89 años;Hombres;1 de enero de 2012;21.124
Galicia;De 85 a 89 años;Hombres;1 de enero de 2011;20.527
Galicia;De 85 a 89 años;Hombres;1 de enero de 2010;19.784
Galicia;De 85 a 89 años;Hombres;1 de enero de 2009;18.906
Galicia;De 85 a 89 años;Hombres;1 de enero de 2008;17.841
Galicia;De 85 a 89 años;Hombres;1 de enero de 2007;16.676
Galicia;De 85 a 89 años;Hombres;1 de enero de 2006;15.950
Galicia;De 85 a 89 años;Hombres;1 de enero de 2005;15.190
Galicia;De 85 a 89 años;Hombres;1 de enero de 2004;14.953
Galicia;De 85 a 89 años;Hombres;1 de enero de 2003;14.520
Galicia;De 85 a 89 años;Hombres;1 de enero de 2002;""
Galicia;De 85 a 89 años;Hombres;1 de enero de 2001;""
Galicia;De 85 a 89 años;Hombres;1 de enero de 2000;""
Galicia;De 85 a 89 años;Hombres;1 de enero de 1999;""
Galicia;De 85 a 89 años;Hombres;1 de enero de 1998;""
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2022;55.869
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2021;54.740
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2020;53.877
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2019;52.171
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2018;50.574
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2017;48.259
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2016;47.023
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2015;45.231
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2014;43.624
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2013;42.251
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2012;41.747
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2011;40.694
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2010;40.075
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2009;38.689
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2008;37.280
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2007;35.296
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2006;34.596
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2005;33.202
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2004;32.548
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2003;31.708
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2002;""
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2001;""
Galicia;De 85 a 89 años;Mujeres;1 de enero de 2000;""
Galicia;De 85 a 89 años;Mujeres;1 de enero de 1999;""
Galicia;De 85 a 89 años;Mujeres;1 de enero de 1998;""
Galicia;De 90 a 94 años;Total;1 de enero de 2022;40.289
Galicia;De 90 a 94 años;Total;1 de enero de 2021;38.644
Galicia;De 90 a 94 años;Total;1 de enero de 2020;36.811
Galicia;De 90 a 94 años;Total;1 de enero de 2019;34.760
Galicia;De 90 a 94 años;Total;1 de enero de 2018;33.170
Galicia;De 90 a 94 años;Total;1 de enero de 2017;32.192
Galicia;De 90 a 94 años;Total;1 de enero de 2016;30.911
Galicia;De 90 a 94 años;Total;1 de enero de 2015;30.074
Galicia;De 90 a 94 años;Total;1 de enero de 2014;28.900
Galicia;De 90 a 94 años;Total;1 de enero de 2013;27.589
Galicia;De 90 a 94 años;Total;1 de enero de 2012;25.871
Galicia;De 90 a 94 años;Total;1 de enero de 2011;24.820
Galicia;De 90 a 94 años;Total;1 de enero de 2010;23.397
Galicia;De 90 a 94 años;Total;1 de enero de 2009;22.905
Galicia;De 90 a 94 años;Total;1 de enero de 2008;22.011
Galicia;De 90 a 94 años;Total;1 de enero de 2007;21.701
Galicia;De 90 a 94 años;Total;1 de enero de 2006;21.077
Galicia;De 90 a 94 años;Total;1 de enero de 2005;20.374
Galicia;De 90 a 94 años;Total;1 de enero de 2004;19.578
Galicia;De 90 a 94 años;Total;1 de enero de 2003;19.146
Galicia;De 90 a 94 años;Total;1 de enero de 2002;""
Galicia;De 90 a 94 años;Total;1 de enero de 2001;""
Galicia;De 90 a 94 años;Total;1 de enero de 2000;""
Galicia;De 90 a 94 años;Total;1 de enero de 1999;""
Galicia;De 90 a 94 años;Total;1 de enero de 1998;""
Galicia;De 90 a 94 años;Hombres;1 de enero de 2022;12.470
Galicia;De 90 a 94 años;Hombres;1 de enero de 2021;11.886
Galicia;De 90 a 94 años;Hombres;1 de enero de 2020;11.182
Galicia;De 90 a 94 años;Hombres;1 de enero de 2019;10.469
Galicia;De 90 a 94 años;Hombres;1 de enero de 2018;9.942
Galicia;De 90 a 94 años;Hombres;1 de enero de 2017;9.522
Galicia;De 90 a 94 años;Hombres;1 de enero de 2016;9.094
Galicia;De 90 a 94 años;Hombres;1 de enero de 2015;8.773
Galicia;De 90 a 94 años;Hombres;1 de enero de 2014;8.419
Galicia;De 90 a 94 años;Hombres;1 de enero de 2013;7.898
Galicia;De 90 a 94 años;Hombres;1 de enero de 2012;7.290
Galicia;De 90 a 94 años;Hombres;1 de enero de 2011;6.818
Galicia;De 90 a 94 años;Hombres;1 de enero de 2010;6.358
Galicia;De 90 a 94 años;Hombres;1 de enero de 2009;6.231
Galicia;De 90 a 94 años;Hombres;1 de enero de 2008;5.967
Galicia;De 90 a 94 años;Hombres;1 de enero de 2007;5.892
Galicia;De 90 a 94 años;Hombres;1 de enero de 2006;5.726
Galicia;De 90 a 94 años;Hombres;1 de enero de 2005;5.560
Galicia;De 90 a 94 años;Hombres;1 de enero de 2004;5.422
Galicia;De 90 a 94 años;Hombres;1 de enero de 2003;5.350
Galicia;De 90 a 94 años;Hombres;1 de enero de 2002;""
Galicia;De 90 a 94 años;Hombres;1 de enero de 2001;""
Galicia;De 90 a 94 años;Hombres;1 de enero de 2000;""
Galicia;De 90 a 94 años;Hombres;1 de enero de 1999;""
Galicia;De 90 a 94 años;Hombres;1 de enero de 1998;""
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2022;27.819
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2021;26.758
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2020;25.629
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2019;24.291
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2018;23.228
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2017;22.670
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2016;21.817
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2015;21.301
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2014;20.481
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2013;19.691
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2012;18.581
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2011;18.002
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2010;17.039
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2009;16.674
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2008;16.044
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2007;15.809
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2006;15.351
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2005;14.814
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2004;14.156
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2003;13.796
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2002;""
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2001;""
Galicia;De 90 a 94 años;Mujeres;1 de enero de 2000;""
Galicia;De 90 a 94 años;Mujeres;1 de enero de 1999;""
Galicia;De 90 a 94 años;Mujeres;1 de enero de 1998;""
Galicia;De 95 a 99 años;Total;1 de enero de 2022;10.708
Galicia;De 95 a 99 años;Total;1 de enero de 2021;10.140
Galicia;De 95 a 99 años;Total;1 de enero de 2020;9.792
Galicia;De 95 a 99 años;Total;1 de enero de 2019;9.306
Galicia;De 95 a 99 años;Total;1 de enero de 2018;8.831
Galicia;De 95 a 99 años;Total;1 de enero de 2017;8.292
Galicia;De 95 a 99 años;Total;1 de enero de 2016;7.994
Galicia;De 95 a 99 años;Total;1 de enero de 2015;7.659
Galicia;De 95 a 99 años;Total;1 de enero de 2014;7.280
Galicia;De 95 a 99 años;Total;1 de enero de 2013;6.968
Galicia;De 95 a 99 años;Total;1 de enero de 2012;6.848
Galicia;De 95 a 99 años;Total;1 de enero de 2011;6.545
Galicia;De 95 a 99 años;Total;1 de enero de 2010;6.203
Galicia;De 95 a 99 años;Total;1 de enero de 2009;5.954
Galicia;De 95 a 99 años;Total;1 de enero de 2008;5.690
Galicia;De 95 a 99 años;Total;1 de enero de 2007;5.267
Galicia;De 95 a 99 años;Total;1 de enero de 2006;5.166
Galicia;De 95 a 99 años;Total;1 de enero de 2005;4.802
Galicia;De 95 a 99 años;Total;1 de enero de 2004;4.450
Galicia;De 95 a 99 años;Total;1 de enero de 2003;4.233
Galicia;De 95 a 99 años;Total;1 de enero de 2002;""
Galicia;De 95 a 99 años;Total;1 de enero de 2001;""
Galicia;De 95 a 99 años;Total;1 de enero de 2000;""
Galicia;De 95 a 99 años;Total;1 de enero de 1999;""
Galicia;De 95 a 99 años;Total;1 de enero de 1998;""
Galicia;De 95 a 99 años;Hombres;1 de enero de 2022;2.636
Galicia;De 95 a 99 años;Hombres;1 de enero de 2021;2.522
Galicia;De 95 a 99 años;Hombres;1 de enero de 2020;2.420
Galicia;De 95 a 99 años;Hombres;1 de enero de 2019;2.329
Galicia;De 95 a 99 años;Hombres;1 de enero de 2018;2.184
Galicia;De 95 a 99 años;Hombres;1 de enero de 2017;2.033
Galicia;De 95 a 99 años;Hombres;1 de enero de 2016;1.896
Galicia;De 95 a 99 años;Hombres;1 de enero de 2015;1.809
Galicia;De 95 a 99 años;Hombres;1 de enero de 2014;1.697
Galicia;De 95 a 99 años;Hombres;1 de enero de 2013;1.633
Galicia;De 95 a 99 años;Hombres;1 de enero de 2012;1.650
Galicia;De 95 a 99 años;Hombres;1 de enero de 2011;1.512
Galicia;De 95 a 99 años;Hombres;1 de enero de 2010;1.404
Galicia;De 95 a 99 años;Hombres;1 de enero de 2009;1.361
Galicia;De 95 a 99 años;Hombres;1 de enero de 2008;1.327
Galicia;De 95 a 99 años;Hombres;1 de enero de 2007;1.254
Galicia;De 95 a 99 años;Hombres;1 de enero de 2006;1.259
Galicia;De 95 a 99 años;Hombres;1 de enero de 2005;1.175
Galicia;De 95 a 99 años;Hombres;1 de enero de 2004;1.095
Galicia;De 95 a 99 años;Hombres;1 de enero de 2003;1.034
Galicia;De 95 a 99 años;Hombres;1 de enero de 2002;""
Galicia;De 95 a 99 años;Hombres;1 de enero de 2001;""
Galicia;De 95 a 99 años;Hombres;1 de enero de 2000;""
Galicia;De 95 a 99 años;Hombres;1 de enero de 1999;""
Galicia;De 95 a 99 años;Hombres;1 de enero de 1998;""
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2022;8.072
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2021;7.618
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2020;7.372
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2019;6.977
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2018;6.647
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2017;6.259
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2016;6.098
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2015;5.850
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2014;5.583
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2013;5.335
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2012;5.198
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2011;5.033
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2010;4.799
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2009;4.593
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2008;4.363
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2007;4.013
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2006;3.907
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2005;3.627
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2004;3.355
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2003;3.199
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2002;""
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2001;""
Galicia;De 95 a 99 años;Mujeres;1 de enero de 2000;""
Galicia;De 95 a 99 años;Mujeres;1 de enero de 1999;""
Galicia;De 95 a 99 años;Mujeres;1 de enero de 1998;""
Galicia;100 y más años;Total;1 de enero de 2022;2.039
Galicia;100 y más años;Total;1 de enero de 2021;1.947
Galicia;100 y más años;Total;1 de enero de 2020;1.832
Galicia;100 y más años;Total;1 de enero de 2019;1.711
Galicia;100 y más años;Total;1 de enero de 2018;1.622
Galicia;100 y más años;Total;1 de enero de 2017;1.591
Galicia;100 y más años;Total;1 de enero de 2016;1.502
Galicia;100 y más años;Total;1 de enero de 2015;1.419
Galicia;100 y más años;Total;1 de enero de 2014;1.281
Galicia;100 y más años;Total;1 de enero de 2013;1.187
Galicia;100 y más años;Total;1 de enero de 2012;1.096
Galicia;100 y más años;Total;1 de enero de 2011;1.013
Galicia;100 y más años;Total;1 de enero de 2010;895
Galicia;100 y más años;Total;1 de enero de 2009;775
Galicia;100 y más años;Total;1 de enero de 2008;657
Galicia;100 y más años;Total;1 de enero de 2007;691
Galicia;100 y más años;Total;1 de enero de 2006;790
Galicia;100 y más años;Total;1 de enero de 2005;758
Galicia;100 y más años;Total;1 de enero de 2004;931
Galicia;100 y más años;Total;1 de enero de 2003;948
Galicia;100 y más años;Total;1 de enero de 2002;""
Galicia;100 y más años;Total;1 de enero de 2001;""
Galicia;100 y más años;Total;1 de enero de 2000;""
Galicia;100 y más años;Total;1 de enero de 1999;""
Galicia;100 y más años;Total;1 de enero de 1998;""
Galicia;100 y más años;Hombres;1 de enero de 2022;503
Galicia;100 y más años;Hombres;1 de enero de 2021;463
Galicia;100 y más años;Hombres;1 de enero de 2020;416
Galicia;100 y más años;Hombres;1 de enero de 2019;398
Galicia;100 y más años;Hombres;1 de enero de 2018;368
Galicia;100 y más años;Hombres;1 de enero de 2017;367
Galicia;100 y más años;Hombres;1 de enero de 2016;345
Galicia;100 y más años;Hombres;1 de enero de 2015;310
Galicia;100 y más años;Hombres;1 de enero de 2014;286
Galicia;100 y más años;Hombres;1 de enero de 2013;275
Galicia;100 y más años;Hombres;1 de enero de 2012;242
Galicia;100 y más años;Hombres;1 de enero de 2011;222
Galicia;100 y más años;Hombres;1 de enero de 2010;206
Galicia;100 y más años;Hombres;1 de enero de 2009;163
Galicia;100 y más años;Hombres;1 de enero de 2008;130
Galicia;100 y más años;Hombres;1 de enero de 2007;137
Galicia;100 y más años;Hombres;1 de enero de 2006;194
Galicia;100 y más años;Hombres;1 de enero de 2005;181
Galicia;100 y más años;Hombres;1 de enero de 2004;285
Galicia;100 y más años;Hombres;1 de enero de 2003;302
Galicia;100 y más años;Hombres;1 de enero de 2002;""
Galicia;100 y más años;Hombres;1 de enero de 2001;""
Galicia;100 y más años;Hombres;1 de enero de 2000;""
Galicia;100 y más años;Hombres;1 de enero de 1999;""
Galicia;100 y más años;Hombres;1 de enero de 1998;""
Galicia;100 y más años;Mujeres;1 de enero de 2022;1.536
Galicia;100 y más años;Mujeres;1 de enero de 2021;1.484
Galicia;100 y más años;Mujeres;1 de enero de 2020;1.416
Galicia;100 y más años;Mujeres;1 de enero de 2019;1.313
Galicia;100 y más años;Mujeres;1 de enero de 2018;1.254
Galicia;100 y más años;Mujeres;1 de enero de 2017;1.224
Galicia;100 y más años;Mujeres;1 de enero de 2016;1.157
Galicia;100 y más años;Mujeres;1 de enero de 2015;1.109
Galicia;100 y más años;Mujeres;1 de enero de 2014;995
Galicia;100 y más años;Mujeres;1 de enero de 2013;912
Galicia;100 y más años;Mujeres;1 de enero de 2012;854
Galicia;100 y más años;Mujeres;1 de enero de 2011;791
Galicia;100 y más años;Mujeres;1 de enero de 2010;689
Galicia;100 y más años;Mujeres;1 de enero de 2009;612
Galicia;100 y más años;Mujeres;1 de enero de 2008;527
Galicia;100 y más años;Mujeres;1 de enero de 2007;554
Galicia;100 y más años;Mujeres;1 de enero de 2006;596
Galicia;100 y más años;Mujeres;1 de enero de 2005;577
Galicia;100 y más años;Mujeres;1 de enero de 2004;646
Galicia;100 y más años;Mujeres;1 de enero de 2003;646
Galicia;100 y más años;Mujeres;1 de enero de 2002;""
Galicia;100 y más años;Mujeres;1 de enero de 2001;""
Galicia;100 y más años;Mujeres;1 de enero de 2000;""
Galicia;100 y más años;Mujeres;1 de enero de 1999;""
Galicia;100 y más años;Mujeres;1 de enero de 1998;""
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2022;6.750.336
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2021;6.751.251
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2020;6.779.888
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2019;6.663.394
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2018;6.578.079
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2017;6.507.184
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2016;6.466.996
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2015;6.436.996
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2014;6.454.440
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2013;6.495.551
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2012;6.498.560
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2011;6.489.680
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2010;6.458.684
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2009;6.386.932
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2008;6.271.638
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2007;6.081.689
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2006;6.008.183
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2005;5.964.143
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2004;5.804.829
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2003;5.718.942
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2002;""
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2001;""
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 2000;""
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 1999;""
Madrid, Comunidad de;Todas las edades;Total;1 de enero de 1998;""
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2022;3.230.154
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2021;3.229.700
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2020;3.243.793
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2019;3.187.312
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2018;3.147.872
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2017;3.115.522
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2016;3.098.631
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2015;3.087.022
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2014;3.099.641
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2013;3.123.724
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2012;3.130.241
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2011;3.132.844
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2010;3.124.438
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2009;3.094.874
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2008;3.040.658
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2007;2.943.778
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2006;2.908.654
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2005;2.887.718
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2004;2.804.962
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2003;2.760.877
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2002;""
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2001;""
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 2000;""
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 1999;""
Madrid, Comunidad de;Todas las edades;Hombres;1 de enero de 1998;""
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2022;3.520.182
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2021;3.521.551
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2020;3.536.095
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2019;3.476.082
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2018;3.430.207
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2017;3.391.662
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2016;3.368.365
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2015;3.349.974
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2014;3.354.799
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2013;3.371.827
Madrid, Comunidad de;Todas las edades;Mujeres;1 de enero de 2012;3.368.319
